model,variant,CI_coverage_flu_season,CI_coverage_off_season,CI_coverage_overall,Corr_flu_season,Corr_off_season,Corr_overall,MAE_flu_season,MAE_off_season,MAE_overall,MAPE_flu_season,MAPE_off_season,MAPE_overall,RMSE_flu_season,RMSE_off_season,RMSE_overall,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,mean_rank
gnn_uniform,post_covid,98.29545454545456,100.0,99.04306220095694,0.3282815740123637,0.0485143501713843,0.3789804375394214,21.782580330967903,8.851817987615412,16.11119333826944,84.5424063144486,144.25103697424393,110.73040221786758,38.33923130852459,12.597385179533402,29.913338534093707,delta,train,4801,8dd9348,,,,11.666666666666666
gnn_multiedge_covid_rsv_full,full,90.625,89.45454545454545,90.1116427432217,0.4627039769274106,0.008727762409278,0.4496051659862334,21.871916299199007,8.118147351172837,15.839561497433143,80.01235017637057,116.96575701051022,96.21998475274762,38.78086822570647,11.858800057246352,30.099939430145724,delta,train,6337,8dd9348,,,,11.333333333333334
arima,post_covid,99.43181818181816,100.0,99.68102073365232,0.4952066117541127,0.5640783198171382,0.3961158091535952,20.019471916386863,20.13949746374837,20.072114700317353,121.52322163137691,381.6440925057296,235.61132289205796,33.227337658031225,25.755643503449285,30.178887786530932,level,none,,8dd9348,,,,13.666666666666666
gnn_multiedge_leaknorm,post_covid,96.875,97.0909090909091,96.96969696969695,0.3544928600314693,0.0629848787321355,0.4166719602448712,23.670227848120373,9.85884508934888,17.612603831115333,105.31637102426824,159.7169044963738,129.17625412606893,39.07283358666838,14.195143940935676,30.748417494958797,delta,all,4801,8dd9348,,,,14.666666666666666
dualtopo_fullhistory,full,83.52272727272727,100.0,90.74960127591709,0.2657814460012526,0.724034226947645,0.3433794630243555,24.020919848572124,10.475602479414508,18.07999117788896,108.26801723193852,199.27386836990007,148.18286422227254,39.361940370381134,13.972771309785816,30.910326907457396,level,train,479905,8dd9348,,,,15.0
gnn_multiedge_covid_rsv,post_covid,98.29545454545456,91.27272727272728,95.21531100478468,0.5240841650099682,0.1107939557467556,0.5352334992434225,27.139488692818716,15.10398904800415,21.860760778426364,212.99493956040016,237.5683539829516,223.77275290362445,37.58505920627861,22.863631464894816,31.97395176431552,delta,train,6337,8dd9348,,,,16.333333333333332
lstm,exclude_covid,80.9659090909091,98.9090909090909,88.83572567783095,0.3036461226910398,0.7081391812298247,0.3893121636953559,26.197076946496964,10.479815856586802,19.303541380746893,127.6143927346351,190.5308137435978,155.20931422979416,41.37929701412975,15.48873373247497,32.65701636014379,level,train,21390,8dd9348,,,,16.666666666666668
arima,exclude_covid,92.89772727272728,100.0,96.01275917065392,0.3108632771343115,0.5942358177824054,0.2909569325887912,22.507292391774673,17.6118843434261,20.360183598639335,112.77976737437828,323.27754093655045,205.10335227006783,38.792988550446886,23.708491262778896,33.03612713871245,level,none,,8dd9348,,,,18.333333333333332
lstm,post_covid,77.8409090909091,94.18181818181816,85.00797448165869,0.2733899936352701,0.6785576283310529,0.341773623652767,25.25178330459378,13.320804108706389,20.01889769236247,128.34269608666014,249.5221622575051,181.4915847580834,41.54519077302485,18.21950714649644,33.385271744865626,level,train,21390,8dd9348,,,,18.666666666666668
seasonal_naive,exclude_covid,91.47727272727272,99.27272727272728,94.896331738437,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,14.333333333333334
seasonal_naive,post_covid,95.45454545454544,100.0,97.4481658692185,0.3145352591519452,0.6936719831604418,0.4169008462052502,31.357954545454547,5.029090909090909,19.810207336523128,160.26512910631672,92.6766830684413,130.6210738265468,52.81327635255087,6.9144933423800605,39.83540797917882,level,none,0,8dd9348,,,,14.333333333333334
persistence,exclude_covid,92.89772727272728,100.0,96.01275917065392,0.1189384506548239,0.5959004134833579,0.1692007555048582,30.80184659090909,11.004727272727273,22.1188995215311,108.48187681986632,193.8738701405231,145.9345054692772,51.357158965315016,16.528370650600632,40.00691273002952,level,none,0,8dd9348,,,,19.333333333333332
persistence,post_covid,94.88636363636364,100.0,97.1291866028708,0.1189384506548239,0.5959004134833579,0.1692007555048582,30.80184659090909,11.004727272727273,22.1188995215311,108.48187681986632,193.8738701405231,145.9345054692772,51.357158965315016,16.528370650600632,40.00691273002952,level,none,0,8dd9348,,,,19.333333333333332
