metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,week,value,unit,description
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-11-11,2018-11-17,46,239,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-11-18,2018-11-24,47,260,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-11-25,2018-12-01,48,303,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-12-02,2018-12-08,49,304,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-12-09,2018-12-15,50,379,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-12-16,2018-12-22,51,443,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-12-23,2018-12-29,52,593,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2018-12-30,2019-01-05,1,708,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-01-06,2019-01-12,2,617,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-01-13,2019-01-19,3,672,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-01-20,2019-01-26,4,663,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-01-27,2019-02-02,5,686,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-02-03,2019-02-09,6,768,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-02-10,2019-02-16,7,672,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-02-17,2019-02-23,8,639,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-02-24,2019-03-02,9,527,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-03-03,2019-03-09,10,468,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-03-10,2019-03-16,11,472,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-03-17,2019-03-23,12,564,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-03-24,2019-03-30,13,661,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-03-31,2019-04-06,14,692,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-04-07,2019-04-13,15,659,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-04-14,2019-04-20,16,495,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-04-21,2019-04-27,17,314,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-04-28,2019-05-04,18,274,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-05-05,2019-05-11,19,249,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-05-12,2019-05-18,20,249,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-05-19,2019-05-25,21,234,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-05-26,2019-06-01,22,243,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-06-02,2019-06-08,23,166,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-06-09,2019-06-15,24,155,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-06-16,2019-06-22,25,152,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-06-23,2019-06-29,26,130,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-06-30,2019-07-06,27,124,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-07-07,2019-07-13,28,109,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-07-14,2019-07-20,29,103,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-07-21,2019-07-27,30,101,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-07-28,2019-08-03,31,88,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-08-18,2019-08-24,34,93,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-08-25,2019-08-31,35,103,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-09-01,2019-09-07,36,114,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-09-15,2019-09-21,38,172,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-09-22,2019-09-28,39,197,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-09-29,2019-10-05,40,167,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-10-06,2019-10-12,41,196,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-10-13,2019-10-19,42,209,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-10-20,2019-10-26,43,222,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-10-27,2019-11-02,44,206,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-11-03,2019-11-09,45,217,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-11-10,2019-11-16,46,242,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-11-17,2019-11-23,47,262,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-11-24,2019-11-30,48,289,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-12-01,2019-12-07,49,339,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-12-08,2019-12-14,50,343,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-12-15,2019-12-21,51,400,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-12-22,2019-12-28,52,594,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2019-12-29,2020-01-04,1,747,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-01-05,2020-01-11,2,829,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-01-12,2020-01-18,3,913,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-01-19,2020-01-25,4,1237,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-01-26,2020-02-01,5,1458,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-02-02,2020-02-08,6,1571,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-02-09,2020-02-15,7,1239,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-02-16,2020-02-22,8,1009,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-02-23,2020-02-29,9,796,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-03-01,2020-03-07,10,803,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-03-08,2020-03-14,11,898,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-03-15,2020-03-21,12,601,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-03-22,2020-03-28,13,365,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-03-29,2020-04-04,14,328,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-04-19,2020-04-25,17,150,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-05-10,2020-05-16,20,86,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-11-08,2020-11-14,46,120,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-11-22,2020-11-28,48,118,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-11-29,2020-12-05,49,117,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2020-12-13,2020-12-19,51,136,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-01-17,2021-01-23,3,112,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-02-28,2021-03-06,9,83,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-03-07,2021-03-13,10,71,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-04-25,2021-05-01,17,89,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-05-02,2021-05-08,18,81,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-05-09,2021-05-15,19,127,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-05-23,2021-05-29,21,123,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-06-20,2021-06-26,25,142,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-08-08,2021-08-14,32,226,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-09-05,2021-09-11,36,196,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-09-19,2021-09-25,38,297,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-09-26,2021-10-02,39,260,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-10-03,2021-10-09,40,262,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-10-17,2021-10-23,42,266,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-10-31,2021-11-06,44,234,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-11-07,2021-11-13,45,345,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-11-14,2021-11-20,46,332,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-11-21,2021-11-27,47,322,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-11-28,2021-12-04,48,493,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-12-05,2021-12-11,49,535,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-12-12,2021-12-18,50,520,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-12-19,2021-12-25,51,553,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2021-12-26,2022-01-01,52,797,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-01-02,2022-01-08,1,529,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-01-09,2022-01-15,2,334,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-01-16,2022-01-22,3,201,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-01-23,2022-01-29,4,133,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-01-30,2022-02-05,5,127,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-02-06,2022-02-12,6,121,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-02-13,2022-02-19,7,103,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-02-20,2022-02-26,8,101,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-02-27,2022-03-05,9,124,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-03-06,2022-03-12,10,150,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-03-13,2022-03-19,11,191,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-03-20,2022-03-26,12,276,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-03-27,2022-04-02,13,367,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-04-03,2022-04-09,14,465,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-04-10,2022-04-16,15,533,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-04-17,2022-04-23,16,496,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-04-24,2022-04-30,17,505,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-05-01,2022-05-07,18,548,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-05-08,2022-05-14,19,602,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-05-15,2022-05-21,20,469,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-05-22,2022-05-28,21,399,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-05-29,2022-06-04,22,318,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-06-05,2022-06-11,23,298,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-06-12,2022-06-18,24,281,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-06-19,2022-06-25,25,240,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-06-26,2022-07-02,26,236,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-07-03,2022-07-09,27,224,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-07-10,2022-07-16,28,171,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-07-17,2022-07-23,29,206,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-07-24,2022-07-30,30,174,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-07-31,2022-08-06,31,204,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-08-07,2022-08-13,32,197,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-08-28,2022-09-03,35,179,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-09-04,2022-09-10,36,204,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-09-11,2022-09-17,37,314,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-09-18,2022-09-24,38,317,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-09-25,2022-10-01,39,389,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-10-02,2022-10-08,40,413,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-10-09,2022-10-15,41,463,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-10-16,2022-10-22,42,484,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-10-23,2022-10-29,43,556,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-10-30,2022-11-05,44,618,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-11-06,2022-11-12,45,627,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-11-13,2022-11-19,46,630,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-11-20,2022-11-26,47,861,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-11-27,2022-12-03,48,1306,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-12-04,2022-12-10,49,1501,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-12-11,2022-12-17,50,1510,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-12-18,2022-12-24,51,1327,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2022-12-25,2022-12-31,52,992,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-01-01,2023-01-07,1,717,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-01-08,2023-01-14,2,416,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-01-15,2023-01-21,3,381,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-01-22,2023-01-28,4,326,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-01-29,2023-02-04,5,272,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-02-05,2023-02-11,6,334,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-02-12,2023-02-18,7,325,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-02-19,2023-02-25,8,303,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-02-26,2023-03-04,9,254,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-03-05,2023-03-11,10,249,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-03-12,2023-03-18,11,275,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-03-19,2023-03-25,12,330,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-03-26,2023-04-01,13,350,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-04-02,2023-04-08,14,319,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-04-09,2023-04-15,15,322,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-04-16,2023-04-22,16,298,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-04-23,2023-04-29,17,222,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-04-30,2023-05-06,18,272,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-05-07,2023-05-13,19,267,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-05-14,2023-05-20,20,266,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-05-21,2023-05-27,21,247,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-05-28,2023-06-03,22,256,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-06-04,2023-06-10,23,224,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-06-11,2023-06-17,24,229,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-06-18,2023-06-24,25,208,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-06-25,2023-07-01,26,174,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-07-02,2023-07-08,27,155,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-07-09,2023-07-15,28,159,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-07-16,2023-07-22,29,141,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-07-23,2023-07-29,30,130,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-07-30,2023-08-05,31,158,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-08-06,2023-08-12,32,159,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-08-13,2023-08-19,33,147,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-08-20,2023-08-26,34,137,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-08-27,2023-09-02,35,170,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-09-03,2023-09-09,36,199,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-09-10,2023-09-16,37,196,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-09-17,2023-09-23,38,216,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-09-24,2023-09-30,39,229,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-10-01,2023-10-07,40,259,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-10-08,2023-10-14,41,264,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-10-15,2023-10-21,42,333,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-10-22,2023-10-28,43,342,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-10-29,2023-11-04,44,389,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-11-05,2023-11-11,45,451,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-11-12,2023-11-18,46,439,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-11-19,2023-11-25,47,442,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-11-26,2023-12-02,48,552,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-12-03,2023-12-09,49,602,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-12-10,2023-12-16,50,705,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-12-17,2023-12-23,51,818,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-12-24,2023-12-30,52,939,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2023-12-31,2024-01-06,1,844,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-01-07,2024-01-13,2,719,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-01-14,2024-01-20,3,602,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-01-21,2024-01-27,4,650,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-01-28,2024-02-03,5,681,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-02-04,2024-02-10,6,760,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-02-11,2024-02-17,7,753,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-02-18,2024-02-24,8,757,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-02-25,2024-03-02,9,664,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-03-03,2024-03-09,10,589,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-03-10,2024-03-16,11,540,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-03-17,2024-03-23,12,499,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-03-24,2024-03-30,13,539,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-03-31,2024-04-06,14,480,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-04-07,2024-04-13,15,499,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-04-14,2024-04-20,16,362,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-04-21,2024-04-27,17,293,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-04-28,2024-05-04,18,310,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-05-05,2024-05-11,19,298,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-05-12,2024-05-18,20,223,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-05-19,2024-05-25,21,241,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-05-26,2024-06-01,22,200,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-06-02,2024-06-08,23,156,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-06-09,2024-06-15,24,147,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-06-16,2024-06-22,25,105,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-06-23,2024-06-29,26,123,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-06-30,2024-07-06,27,139,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-07-07,2024-07-13,28,120,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-07-14,2024-07-20,29,126,count,NA
Influenza,Flu ILI ED Visit,ILI Count, ,Weekly,2024-07-21,2024-07-27,30,95,count,NA
