model,variant,horizon,scope,indicator,segment,level,label,threshold,n_obs,n_events,base_rate,hits,false_alarms,misses,correct_neg,POD,FAR,precision,FPR,CSI,F1,PSS,HSS,MCC,accuracy,frequency_bias,brier,brier_ref,BSS,exact_band,within_one_band,kappa_quadratic,mean_band_error,underpowered
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,overall,0.98,IT98,80.35966190257739,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.004029310480991291,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6923076923076923,0.8846153846153846,0.11244979919678699,0.19230769230769232,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.5,IT50,32.35361456388361,26,3.0,0.11538461538461539,2.0,6.0,1.0,17.0,0.6666666666666666,0.75,0.25,0.2608695652173913,0.2222222222222222,0.36363636363636365,0.40579710144927533,0.23529411764705882,0.2809003238667948,0.7307692307692307,2.6666666666666665,0.1813860472602516,0.10207100591715977,-0.7770575064917402,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.9,IT90,56.35007606954225,26,2.0,0.07692307692307693,0.0,2.0,2.0,22.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,0.8461538461538461,1.0,0.10442292290746057,0.07100591715976333,-0.47062283094673596,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Back Bay/Beacon Hill/Downtown/North End/West End,flu_season,0.98,IT98,80.35966190257739,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.004118561960299099,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,overall,,bands,,35,,,,,,,,,,,,,,,,,,,,,0.6857142857142857,0.8285714285714286,-0.10389610389610371,0.17142857142857143,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,overall,0.5,IT50,44.544403832795176,35,4.0,0.11428571428571428,1.0,8.0,3.0,23.0,0.25,0.8888888888888888,0.1111111111111111,0.25806451612903225,0.08333333333333333,0.15384615384615385,-0.008064516129032251,-0.005221932114882507,-0.005870582947302891,0.6857142857142857,2.25,0.24507427805199086,0.10122448979591839,-1.42109669849749,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,overall,0.9,IT90,75.51034339625782,35,3.0,0.08571428571428572,0.0,3.0,3.0,29.0,0.0,1.0,0.0,0.09375,0.0,0.0,-0.09375,-0.09375,-0.09375,0.8285714285714286,1.0,0.15257940315152352,0.0783673469387755,-0.9469767589647533,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,overall,0.98,IT98,105.83479691598406,35,0.0,0.0,0.0,1.0,0.0,34.0,,1.0,0.0,0.02857142857142857,0.0,0.0,,0.0,,0.9714285714285714,,0.020175855976534974,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,flu_season,,bands,,21,,,,,,,,,,,,,,,,,,,,,0.6190476190476191,0.7142857142857143,-0.177215189873418,0.14285714285714285,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,flu_season,0.5,IT50,44.544403832795176,21,4.0,0.19047619047619047,1.0,5.0,3.0,12.0,0.25,0.8333333333333334,0.16666666666666666,0.29411764705882354,0.1111111111111111,0.2,-0.04411764705882354,-0.037037037037037035,-0.038348249442368525,0.6190476190476191,1.5,0.2929604896479773,0.1541950113378685,-0.8999349402170287,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,flu_season,0.9,IT90,75.51034339625782,21,3.0,0.14285714285714285,0.0,3.0,3.0,15.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.7142857142857143,1.0,0.22589977641242162,0.12244897959183672,-0.8448481740347769,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Charlestown,flu_season,0.98,IT98,105.83479691598406,21,0.0,0.0,0.0,1.0,0.0,20.0,,1.0,0.0,0.047619047619047616,0.0,0.0,,0.0,,0.9523809523809523,,0.032230486675747634,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.7346938775510204,0.9591836734693877,-0.006486486486486642,0.1836734693877551,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,overall,0.5,IT50,157.0086457734027,49,4.0,0.08163265306122448,1.0,10.0,3.0,35.0,0.25,0.9090909090909091,0.09090909090909091,0.2222222222222222,0.07142857142857142,0.13333333333333333,0.02777777777777779,0.015455950540958269,0.018228276635825297,0.7346938775510204,2.75,0.2160445687800006,0.07496876301541025,-1.8817944980043415,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,overall,0.9,IT90,264.26252974322875,49,0.0,0.0,0.0,2.0,0.0,47.0,,1.0,0.0,0.04081632653061224,0.0,0.0,,0.0,,0.9591836734693877,,0.033066363587773845,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,overall,0.98,IT98,368.7005757586777,49,0.0,0.0,0.0,0.0,0.0,49.0,,,,0.0,,,,,,1.0,,0.00015850599526046554,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6923076923076923,0.9615384615384616,-0.014184397163120588,0.11538461538461539,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,flu_season,0.5,IT50,157.0086457734027,26,4.0,0.15384615384615385,1.0,5.0,3.0,17.0,0.25,0.8333333333333334,0.16666666666666666,0.22727272727272727,0.1111111111111111,0.2,0.022727272727272735,0.018867924528301886,0.019462473604038074,0.6923076923076923,1.5,0.24707349503774784,0.13017751479289943,-0.8979736664263354,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,flu_season,0.9,IT90,264.26252974322875,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.03643172754034885,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Dorchester,flu_season,0.98,IT98,368.7005757586777,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.0002727715536728836,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,overall,,bands,,44,,,,,,,,,,,,,,,,,,,,,0.6818181818181818,0.9090909090909091,-0.0573012939001849,0.22727272727272727,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,overall,0.5,IT50,32.38969817502224,44,4.0,0.09090909090909091,1.0,11.0,3.0,29.0,0.25,0.9166666666666666,0.08333333333333333,0.275,0.06666666666666667,0.125,-0.025000000000000022,-0.013157894736842105,-0.01613743060919757,0.6818181818181818,3.0,0.2152164957918534,0.08264462809917356,-1.604119599081426,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,overall,0.9,IT90,56.982258100156095,44,1.0,0.022727272727272728,0.0,3.0,1.0,40.0,0.0,1.0,0.0,0.06976744186046512,0.0,0.0,-0.06976744186046512,-0.03529411764705882,-0.04125099905973161,0.9090909090909091,3.0,0.06944866190330828,0.02221074380165289,-2.126804870809415,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,overall,0.98,IT98,81.78485877953806,44,0.0,0.0,0.0,0.0,0.0,44.0,,,,0.0,,,,,,1.0,,0.00445918087068671,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.64,0.88,-0.09756097560975618,0.16,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,flu_season,0.5,IT50,32.38969817502224,25,4.0,0.16,1.0,6.0,3.0,15.0,0.25,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.1,0.18181818181818182,-0.0357142857142857,-0.0273972602739726,-0.029160592175990215,0.64,1.75,0.251986983787502,0.13439999999999996,-0.8749031531808189,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,flu_season,0.9,IT90,56.982258100156095,25,1.0,0.04,0.0,2.0,1.0,22.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,-0.08333333333333333,-0.056338028169014086,-0.0601929265428846,0.88,2.0,0.08937723395649584,0.03840000000000001,-1.3275321342837452,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,East Boston,flu_season,0.98,IT98,81.78485877953806,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.005848798142838782,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,overall,,bands,,43,,,,,,,,,,,,,,,,,,,,,0.7441860465116279,0.9069767441860465,0.10172570390554048,0.3023255813953488,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,overall,0.5,IT50,19.789042860168028,43,2.0,0.046511627906976744,1.0,9.0,1.0,32.0,0.5,0.9,0.1,0.21951219512195122,0.09090909090909091,0.16666666666666666,0.2804878048780488,0.09663865546218488,0.13981827504641484,0.7674418604651163,5.0,0.15036850407188132,0.04434829637641969,-2.3906263905964455,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,overall,0.9,IT90,31.717921949528318,43,0.0,0.0,0.0,5.0,0.0,38.0,,1.0,0.0,0.11627906976744186,0.0,0.0,,0.0,,0.8837209302325582,,0.05784459344434627,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,overall,0.98,IT98,42.89052071415166,43,0.0,0.0,0.0,0.0,0.0,43.0,,,,0.0,,,,,,1.0,,0.0169015445439594,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.76,0.92,0.184782608695652,0.24,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,flu_season,0.5,IT50,19.789042860168028,25,2.0,0.08,1.0,4.0,1.0,19.0,0.5,0.8,0.2,0.17391304347826086,0.16666666666666666,0.2857142857142857,0.32608695652173914,0.1935483870967742,0.2211629342323457,0.8,2.5,0.15598450830205723,0.0736,-1.1193547323649082,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,flu_season,0.9,IT90,31.717921949528318,25,0.0,0.0,0.0,3.0,0.0,22.0,,1.0,0.0,0.12,0.0,0.0,,0.0,,0.88,,0.05704069273434742,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Fenway,flu_season,0.98,IT98,42.89052071415166,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.017380104872871612,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.717391304347826,0.9565217391304348,0.009070294784580213,0.2391304347826087,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,overall,0.5,IT50,59.73762940735334,46,3.0,0.06521739130434782,1.0,11.0,2.0,32.0,0.3333333333333333,0.9166666666666666,0.08333333333333333,0.2558139534883721,0.07142857142857142,0.13333333333333333,0.07751937984496121,0.032362459546925564,0.04358881508049512,0.717391304347826,4.0,0.20167333822024575,0.060964083175803395,-2.3080680904964344,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,overall,0.9,IT90,98.70163927662223,46,0.0,0.0,0.0,2.0,0.0,44.0,,1.0,0.0,0.043478260869565216,0.0,0.0,,0.0,,0.9565217391304348,,0.03286013287392031,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,overall,0.98,IT98,136.08880333365826,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.0014684425116365484,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.68,0.96,0.0072202166064981865,0.2,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,flu_season,0.5,IT50,59.73762940735334,25,3.0,0.12,1.0,6.0,2.0,16.0,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.2727272727272727,0.1111111111111111,0.2,0.06060606060606061,0.038461538461538464,0.04386344633065127,0.68,2.3333333333333335,0.24419223458810435,0.1056,-1.3124264639025034,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,flu_season,0.9,IT90,98.70163927662223,25,0.0,0.0,0.0,1.0,0.0,24.0,,1.0,0.0,0.04,0.0,0.0,,0.0,,0.96,,0.03391426036454122,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Hyde Park,flu_season,0.98,IT98,136.08880333365826,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.00173650587396372,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,overall,,bands,,46,,,,,,,,,,,,,,,,,,,,,0.6956521739130435,0.9130434782608695,0.2725060827250608,0.21739130434782608,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,overall,0.5,IT50,30.1329000930458,46,5.0,0.10869565217391304,3.0,10.0,2.0,31.0,0.6,0.7692307692307693,0.23076923076923078,0.24390243902439024,0.2,0.3333333333333333,0.35609756097560974,0.20916905444126074,0.24615988678698758,0.7391304347826086,2.6,0.1717001545531068,0.09688090737240074,-0.7722806196798735,,,,,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,overall,0.9,IT90,48.93353508945714,46,3.0,0.06521739130434782,1.0,4.0,2.0,39.0,0.3333333333333333,0.8,0.2,0.09302325581395349,0.14285714285714285,0.25,0.24031007751937983,0.1834319526627219,0.19062941194383556,0.8695652173913043,1.6666666666666667,0.09184492019559207,0.060964083175803395,-0.506541481657929,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,overall,0.98,IT98,66.72678487426273,46,0.0,0.0,0.0,0.0,0.0,46.0,,,,0.0,,,,,,1.0,,0.011041987720847295,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,flu_season,,bands,,24,,,,,,,,,,,,,,,,,,,,,0.625,0.9166666666666666,0.3661971830985914,0.125,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.5,IT50,30.1329000930458,24,5.0,0.20833333333333334,3.0,5.0,2.0,14.0,0.6,0.625,0.375,0.2631578947368421,0.3,0.46153846153846156,0.3368421052631579,0.27586206896551724,0.29019050004400465,0.7083333333333334,1.6,0.20904313506403346,0.16493055555555555,-0.26746153470403455,,,,,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.9,IT90,48.93353508945714,24,3.0,0.125,1.0,2.0,2.0,19.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.09523809523809523,0.2,0.3333333333333333,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.8333333333333334,1.0,0.13345300866862625,0.109375,-0.2201417935417258,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Jamaica Plain,flu_season,0.98,IT98,66.72678487426273,24,0.0,0.0,0.0,0.0,0.0,24.0,,,,0.0,,,,,,1.0,,0.013880767144713946,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,overall,,bands,,47,,,,,,,,,,,,,,,,,,,,,0.7446808510638298,0.9574468085106383,0.01856148491879339,0.2127659574468085,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,overall,0.5,IT50,75.36060630157071,47,3.0,0.06382978723404255,1.0,10.0,2.0,34.0,0.3333333333333333,0.9090909090909091,0.09090909090909091,0.22727272727272727,0.07692307692307693,0.14285714285714285,0.10606060606060605,0.0472972972972973,0.06123411945950576,0.7446808510638298,3.6666666666666665,0.16618023755941538,0.05975554549569943,-1.7810010967329428,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,overall,0.9,IT90,114.4266389550119,47,0.0,0.0,0.0,2.0,0.0,45.0,,1.0,0.0,0.0425531914893617,0.0,0.0,,0.0,,0.9574468085106383,,0.030448923241605537,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,overall,0.98,IT98,149.46970387636378,47,0.0,0.0,0.0,0.0,0.0,47.0,,,,0.0,,,,,,1.0,,0.0028935086181786024,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.7307692307692307,0.9615384615384616,0.03703703703703687,0.15384615384615385,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,flu_season,0.5,IT50,75.36060630157071,26,3.0,0.11538461538461539,1.0,5.0,2.0,18.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.21739130434782608,0.125,0.2222222222222222,0.11594202898550723,0.08080808080808081,0.0879173964527716,0.7307692307692307,2.0,0.18690388641995823,0.10207100591715977,-0.8311163365201704,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,flu_season,0.9,IT90,114.4266389550119,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.031342881270490446,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Mattapan,flu_season,0.98,IT98,149.46970387636378,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.00357917183261001,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,overall,,bands,,42,,,,,,,,,,,,,,,,,,,,,0.6428571428571429,0.8095238095238095,-0.054054054054053946,0.2619047619047619,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,overall,0.5,IT50,83.12526323754497,42,4.0,0.09523809523809523,1.0,11.0,3.0,27.0,0.25,0.9166666666666666,0.08333333333333333,0.2894736842105263,0.06666666666666667,0.125,-0.03947368421052633,-0.020833333333333332,-0.025649458802128853,0.6666666666666666,3.0,0.25177251320856964,0.08616780045351476,-1.9218862717099787,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,overall,0.9,IT90,133.65502394030972,42,3.0,0.07142857142857142,0.0,6.0,3.0,33.0,0.0,1.0,0.0,0.15384615384615385,0.0,0.0,-0.15384615384615385,-0.10526315789473684,-0.11322770341445958,0.7857142857142857,2.0,0.12003610685877787,0.06632653061224489,-0.8097751495631127,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,overall,0.98,IT98,181.10052866383202,42,0.0,0.0,0.0,0.0,0.0,42.0,,,,0.0,,,,,,1.0,,0.00663858078822526,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.5769230769230769,0.8076923076923077,-0.07987220447284349,0.15384615384615385,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,flu_season,0.5,IT50,83.12526323754497,26,4.0,0.15384615384615385,1.0,7.0,3.0,15.0,0.25,0.875,0.125,0.3181818181818182,0.09090909090909091,0.16666666666666666,-0.06818181818181818,-0.04838709677419355,-0.05330017908890261,0.6153846153846154,2.0,0.2826601189379697,0.13017751479289943,-1.171343640932585,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,flu_season,0.9,IT90,133.65502394030972,26,3.0,0.11538461538461539,0.0,3.0,3.0,20.0,0.0,1.0,0.0,0.13043478260869565,0.0,0.0,-0.13043478260869565,-0.13043478260869565,-0.13043478260869565,0.7692307692307693,1.0,0.1552085551930111,0.10207100591715977,-0.5205939610213841,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roslindale,flu_season,0.98,IT98,181.10052866383202,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.008879195803303399,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.7346938775510204,0.8979591836734694,-0.08888888888888902,0.20408163265306123,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,overall,0.5,IT50,138.88545502174753,49,3.0,0.061224489795918366,0.0,10.0,3.0,36.0,0.0,1.0,0.0,0.21739130434782608,0.0,0.0,-0.21739130434782608,-0.10398613518197573,-0.12931515002796792,0.7346938775510204,3.3333333333333335,0.22972199246564928,0.057476051645147866,-2.9968297384784335,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,overall,0.9,IT90,231.9483227351807,49,1.0,0.02040816326530612,0.0,4.0,1.0,44.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,-0.08333333333333333,-0.03375527426160337,-0.04303314829119352,0.8979591836734694,4.0,0.06238671346449486,0.01999167013744273,-2.1206353964219202,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,overall,0.98,IT98,322.0096816211373,49,0.0,0.0,0.0,0.0,0.0,49.0,,,,0.0,,,,,,1.0,,0.00025630222633335275,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.6538461538461539,0.8461538461538461,-0.1518987341772151,0.19230769230769232,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,flu_season,0.5,IT50,138.88545502174753,26,3.0,0.11538461538461539,0.0,6.0,3.0,17.0,0.0,1.0,0.0,0.2608695652173913,0.0,0.0,-0.2608695652173913,-0.18181818181818182,-0.19781414201873612,0.6538461538461539,2.0,0.2815537293894014,0.10207100591715977,-1.7584104502497873,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,flu_season,0.9,IT90,231.9483227351807,26,1.0,0.038461538461538464,0.0,3.0,1.0,22.0,0.0,1.0,0.0,0.12,0.0,0.0,-0.12,-0.061224489795918366,-0.07223151185146152,0.8461538461538461,3.0,0.09075609454988666,0.036982248520710054,-1.4540447966289358,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,Roxbury,flu_season,0.98,IT98,322.0096816211373,26,0.0,0.0,0.0,0.0,0.0,26.0,,,,0.0,,,,,,1.0,,0.00044595615950046477,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,overall,,bands,,42,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.9285714285714286,0.05161290322580625,0.2619047619047619,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,overall,0.5,IT50,31.63670795756643,42,4.0,0.09523809523809523,2.0,10.0,2.0,28.0,0.5,0.8333333333333334,0.16666666666666666,0.2631578947368421,0.14285714285714285,0.25,0.2368421052631579,0.125,0.15389675281277312,0.7142857142857143,3.0,0.20302986908299467,0.08616780045351476,-1.3562150596210691,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,overall,0.9,IT90,60.18982141922808,42,0.0,0.0,0.0,3.0,0.0,39.0,,1.0,0.0,0.07142857142857142,0.0,0.0,,0.0,,0.9285714285714286,,0.04330245861901657,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,overall,0.98,IT98,90.82483767314203,42,0.0,0.0,0.0,0.0,0.0,42.0,,,,0.0,,,,,,1.0,,0.0033975485396594424,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,flu_season,,bands,,25,,,,,,,,,,,,,,,,,,,,,0.68,0.92,0.054054054054053946,0.24,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,flu_season,0.5,IT50,31.63670795756643,25,4.0,0.16,2.0,6.0,2.0,15.0,0.5,0.75,0.25,0.2857142857142857,0.2,0.3333333333333333,0.2142857142857143,0.15254237288135594,0.16840826742715195,0.68,2.0,0.2321462713993213,0.13439999999999996,-0.7272788050544745,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,flu_season,0.9,IT90,60.18982141922808,25,0.0,0.0,0.0,2.0,0.0,23.0,,1.0,0.0,0.08,0.0,0.0,,0.0,,0.92,,0.046275153692096914,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South Boston,flu_season,0.98,IT98,90.82483767314203,25,0.0,0.0,0.0,0.0,0.0,25.0,,,,0.0,,,,,,1.0,,0.004620293444810486,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,overall,,bands,,49,,,,,,,,,,,,,,,,,,,,,0.7551020408163265,0.9591836734693877,0.06317539484621781,0.22448979591836735,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,overall,0.5,IT50,82.00792145914704,49,4.0,0.08163265306122448,2.0,10.0,2.0,35.0,0.5,0.8333333333333334,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.25,0.2777777777777778,0.14534883720930233,0.17686514999083702,0.7551020408163265,3.0,0.19728451289867358,0.07496876301541025,-1.6315561970539734,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,overall,0.9,IT90,134.00251631923587,49,0.0,0.0,0.0,2.0,0.0,47.0,,1.0,0.0,0.04081632653061224,0.0,0.0,,0.0,,0.9591836734693877,,0.04204179002212085,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,overall,0.98,IT98,183.45444562568642,49,0.0,0.0,0.0,1.0,0.0,48.0,,1.0,0.0,0.02040816326530612,0.0,0.0,,0.0,,0.9795918367346939,,0.0073228841563002176,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,flu_season,,bands,,26,,,,,,,,,,,,,,,,,,,,,0.7307692307692307,0.9230769230769231,0.04878048780487798,0.23076923076923078,False
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,flu_season,0.5,IT50,82.00792145914704,26,4.0,0.15384615384615385,2.0,5.0,2.0,17.0,0.5,0.7142857142857143,0.2857142857142857,0.22727272727272727,0.2222222222222222,0.36363636363636365,0.2727272727272727,0.20869565217391303,0.2218421599939607,0.7307692307692307,1.75,0.2387707331212898,0.13017751479289943,-0.8341933589771804,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,flu_season,0.9,IT90,134.00251631923587,26,0.0,0.0,0.0,2.0,0.0,24.0,,1.0,0.0,0.07692307692307693,0.0,0.0,,0.0,,0.9230769230769231,,0.059097581680417455,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,South End,flu_season,0.98,IT98,183.45444562568642,26,0.0,0.0,0.0,1.0,0.0,25.0,,1.0,0.0,0.038461538461538464,0.0,0.0,,0.0,,0.9615384615384616,,0.013617884108082203,0.0,,,,,,True
gnn_multiedge_leaknorm,post_covid,4,neighborhood,West Roxbury,overall,,bands,,40,,,,,,,,,,,,,,,,,,,,,0.65,0.8,-0.0728744939271253,0.275,False
