date,site,eff,smooth,site_latest_val,site_latest_lab
2024-06-19,Hyde Park,59.527249101417,122.95758984443692,NA,NA
2024-06-23,Hyde Park,70.68930827202082,113.02512094010159,NA,NA
2024-06-26,Hyde Park,196.29191793376665,120.92729987954492,NA,NA
2024-06-30,Hyde Park,95.82126850079761,173.8378534759813,NA,NA
2024-07-07,Hyde Park,525.1485529243414,312.3348688517547,NA,NA
2024-07-10,Hyde Park,237.0105350349091,354.5336506073627,NA,NA
2024-07-14,Hyde Park,127.25264060369638,362.0799411675967,NA,NA
2024-07-17,Hyde Park,520.8226663257358,320.97270063065315,NA,NA
2024-07-21,Hyde Park,331.45086993228585,244.01611138842242,NA,NA
2024-07-24,Hyde Park,158.2008569421314,208.8901998575725,NA,NA
2024-07-28,Hyde Park,128.36155412003987,228.78886088431997,NA,NA
2024-08-01,Hyde Park,134.06915816293412,289.22362546485164,NA,NA
2024-08-05,Hyde Park,927.1702648537694,336.5694357108534,NA,NA
2024-08-08,Hyde Park,32.295257764624274,336.8937434609369,NA,NA
2024-08-12,Hyde Park,130.33760978965194,298.5813463667884,NA,NA
2024-08-15,Hyde Park,228.9592993171805,255.51090792602926,NA,NA
2024-08-19,Hyde Park,292.36698879626044,200.56175110561966,NA,NA
2024-08-22,Hyde Park,56.92001240909091,173.71165777633877,NA,NA
2024-08-26,Hyde Park,535.0885926535591,158.59796603303045,NA,NA
2024-08-29,Hyde Park,119.44572513290068,160.2390639980947,NA,NA
2024-09-03,Hyde Park,28.655287978920246,188.0507263047477,NA,NA
2024-09-05,Hyde Park,0,212.38468900992433,NA,NA
2024-09-09,Hyde Park,233.4736926033152,293.51964053842346,NA,NA
2024-09-12,Hyde Park,329.2764405501901,382.07364961602605,NA,NA
2024-09-16,Hyde Park,1407.2775508145899,478.614809754541,NA,NA
2024-09-19,Hyde Park,73.85755515895968,482.50238934888057,NA,NA
2024-09-23,Hyde Park,68.64420170399171,353.064179910379,NA,NA
2024-09-26,Hyde Park,45.840982264738095,198.56866287685165,NA,NA
2024-09-30,Hyde Park,75.69895919387262,0.6476030135897051,NA,NA
2024-10-03,Hyde Park,22.875646219262197,1,NA,NA
2024-10-07,Hyde Park,28.23468754090763,1,NA,NA
2024-10-10,Hyde Park,53.6474731933162,10.97378172057892,NA,NA
2024-10-15,Hyde Park,16.36857179874287,110.31654469989657,NA,NA
2024-10-17,Hyde Park,80.79927026279819,107.3300347648143,NA,NA
2024-10-21,Hyde Park,17.338528349156643,48.26292118114349,NA,NA
2024-10-24,Hyde Park,9.110935109319321,4.013249859105524,NA,NA
2024-10-28,Hyde Park,0,0,NA,NA
2024-10-31,Hyde Park,167.08622224247273,26.771544365672998,NA,NA
