model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage,target_kind,normalize,n_params,git_sha,kg_co2,kwh,runtime_s,R2,Spearman,CCC,rank_RMSE,rank_MAPE,rank_MAE,rank_Corr
gnn_multiedge_rt,post_covid,flu_season,pooled,ALL,24,352,34.85694247221746,129.47923326990087,23.57521179453893,0.6347384202696125,352.0,99.7159090909091,delta,train,5313,8dd9348,,,,0.1634312559261431,0.7380685963434426,0.6041162326988463,15.0,10.0,14.0,11.0
dualtopo_fullhistory,full,flu_season,pooled,ALL,24,352,38.48467852728327,64.85793610679718,19.47246626290408,0.3490965368698062,352.0,80.39772727272727,level,train,479905,8dd9348,,,,-0.0197619211449004,0.4972205753475385,0.1904948879148987,16.0,1.0,2.0,19.0
lstm,exclude_covid,flu_season,pooled,ALL,24,352,38.86813676711869,169.87072316665305,28.304969183423303,0.6333652197804732,352.0,95.73863636363636,level,train,21390,8dd9348,,,,,,,17.0,21.0,19.0,12.0
gnn_corrbinary,post_covid,flu_season,pooled,ALL,24,352,43.24904062568081,197.1650084355539,31.0634559748525,0.7065580548707742,352.0,96.02272727272728,delta,train,4801,8dd9348,,,,-0.2878818161913838,0.7564301851752019,0.5830106599876475,18.0,22.0,20.0,8.0
persistence,exclude_covid,flu_season,pooled,ALL,24,352,44.396779626378105,70.89679309771263,24.727982954545453,0.1358982490794393,352.0,96.5909090909091,level,none,0,8dd9348,,,,,,,19.0,2.0,17.0,22.0
persistence,post_covid,flu_season,pooled,ALL,24,352,44.396779626378105,70.89679309771263,24.727982954545453,0.1358982490794393,352.0,97.44318181818184,level,none,0,8dd9348,,,,,,,19.0,2.0,17.0,22.0
lstm,post_covid,flu_season,pooled,ALL,24,352,50.04842388890109,202.73189685833177,34.784265909411694,0.5688533565668116,352.0,81.81818181818183,level,train,21390,8dd9348,,,,,,,21.0,23.0,23.0,14.0
seasonal_naive,exclude_covid,flu_season,pooled,ALL,24,352,52.81327635255087,160.26512910631672,31.357954545454547,0.3145352591519452,352.0,93.4659090909091,level,none,0,8dd9348,,,,,,,22.0,19.0,21.0,20.0
seasonal_naive,post_covid,flu_season,pooled,ALL,24,352,52.81327635255087,160.26512910631672,31.357954545454547,0.3145352591519452,352.0,95.45454545454544,level,none,0,8dd9348,,,,,,,22.0,19.0,21.0,20.0
dualtopo_fullhistory,full,off_season,pooled,ALL,24,275,6.4912035199068665,98.8380834049406,5.053079712607643,0.782747031277675,275.0,100.0,level,train,479905,8dd9348,,,,0.4196532996513666,0.6916559088755329,0.733994001292895,1.0,4.0,3.0,1.0
seasonal_naive,exclude_covid,off_season,pooled,ALL,24,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,99.63636363636364,level,none,0,8dd9348,,,,,,,2.0,1.0,1.0,5.0
seasonal_naive,post_covid,off_season,pooled,ALL,24,275,6.9144933423800605,92.6766830684413,5.029090909090909,0.6936719831604418,275.0,100.0,level,none,0,8dd9348,,,,,,,2.0,1.0,1.0,5.0
gnn_multiedge_season_level,post_covid,off_season,pooled,ALL,24,275,9.611691450407546,96.46879828002398,6.482725414972414,0.7301190982101932,275.0,94.54545454545456,level,train,4865,8dd9348,,,,-0.2724382403566774,0.5284397058457703,0.6427508363668788,4.0,3.0,4.0,4.0
gnn_multiedge_level,post_covid,off_season,pooled,ALL,24,275,9.646505093334325,127.36279751163266,6.9236031714352695,0.7561772697624654,275.0,100.0,level,train,4801,8dd9348,,,,-0.2816725015804768,0.6680344774164191,0.6247091247918015,5.0,5.0,5.0,2.0
gnn_multiedge_covid_rsv,post_covid,off_season,pooled,ALL,24,275,10.528050120978346,134.46019715868906,7.585495246811346,0.6027573979811836,275.0,71.63636363636363,delta,train,6337,8dd9348,,,,-0.5266270408897056,0.4039147410113857,0.5471600500548474,6.0,6.0,6.0,10.0
gnn_multiedge_season,post_covid,off_season,pooled,ALL,24,275,11.22133927940724,157.76934332055993,7.9228518740697345,0.5537874079285816,275.0,81.81818181818183,delta,train,4865,8dd9348,,,,-0.7343088894656475,0.443025064530847,0.4858695733515803,7.0,7.0,7.0,14.0
gnn_corrbinary,post_covid,off_season,pooled,ALL,24,275,12.949020866374894,159.9667580823053,8.642908660796556,0.5813700720569952,275.0,81.81818181818183,delta,train,4801,8dd9348,,,,-1.309462551538557,0.3867600366153875,0.4742078894532202,8.0,8.0,8.0,13.0
gnn_multiedge,post_covid,off_season,pooled,ALL,24,275,13.279052944344796,181.65477802242148,9.325732402244414,0.4955081274885027,275.0,87.27272727272727,delta,train,4801,8dd9348,,,,-1.4286854330341274,0.3917089697728304,0.4045705681781091,9.0,9.0,9.0,17.0
gnn_multiedge_leaknorm,post_covid,off_season,pooled,ALL,24,275,14.48610128131185,193.81305783773416,9.575950914811004,0.4937971954281465,275.0,89.45454545454545,delta,all,4801,8dd9348,,,,-1.8902812237080444,0.4484319022169843,0.3742916213934404,10.0,10.0,10.0,18.0
gnn_multiedge_full,full,off_season,pooled,ALL,24,275,14.573782420267277,202.5022348925906,10.504821631149811,0.6602321476936549,275.0,96.72727272727272,delta,train,4801,8dd9348,,,,-1.9253755848477812,0.5146660153533993,0.4549201793254478,11.0,11.0,14.0,8.0
gnn_uniform,post_covid,off_season,pooled,ALL,24,275,15.464487038105764,211.1174243784379,10.493698955340818,0.4172573281664511,275.0,90.54545454545456,delta,train,4801,8dd9348,,,,-2.2938824845509953,0.3914119443958995,0.3100928421001143,12.0,15.0,13.0,21.0
gnn_geo,post_covid,off_season,pooled,ALL,24,275,15.475319070295052,209.30241166897451,10.38325765723532,0.4367144166771347,275.0,90.54545454545456,delta,train,4801,8dd9348,,,,-2.298498471717791,0.3510172354422238,0.3246911095496758,13.0,14.0,12.0,20.0
gnn_multiedge_covid_rsv_full,full,off_season,pooled,ALL,24,275,15.914185464174183,206.24719968534745,10.22345343517309,0.4933911126984517,275.0,93.45454545454544,delta,train,6337,8dd9348,,,,-2.4882363196258046,0.4434623551446097,0.3522779978049366,14.0,12.0,11.0,19.0
gnn_multiedge_rt,post_covid,off_season,pooled,ALL,24,275,18.34285964364563,215.8395248866657,12.082381586540828,0.5157089843223974,275.0,84.72727272727273,delta,train,5313,8dd9348,,,,-3.634161330091135,0.3659485392222324,0.3355990502107087,15.0,16.0,15.0,16.0
arima,post_covid,off_season,pooled,ALL,24,275,19.897576930503124,301.0719109295518,15.396271199876717,0.6516789808463495,275.0,97.8181818181818,level,none,,8dd9348,,,,,,,16.0,18.0,17.0,9.0
lstm,exclude_covid,off_season,pooled,ALL,24,275,24.144699673894145,207.55935607020325,14.527313379114323,0.7561753669034639,275.0,98.54545454545456,level,train,21390,8dd9348,,,,,,,17.0,13.0,16.0,3.0
arima,exclude_covid,off_season,pooled,ALL,24,275,25.676947314524995,391.0495066679186,19.7217829211348,0.5238087902265292,275.0,97.8181818181818,level,none,,8dd9348,,,,,,,18.0,19.0,19.0,15.0
dualtopo_no_bg,post_covid,off_season,pooled,ALL,24,275,27.68264270331588,416.6176233319753,22.164143673289907,0.5826802765296927,275.0,88.36363636363636,level,train,479905,8dd9348,,,,-9.554852346055243,0.639137610236927,0.2061063103261253,19.0,20.0,20.0,11.0
dualtopo,post_covid,off_season,pooled,ALL,24,275,27.760479422312304,417.9624704196683,22.235407343777744,0.5822391100038756,275.0,88.36363636363636,level,train,479905,8dd9348,,,,-9.614291041225089,0.639129241214698,0.2053351625569384,20.0,21.0,21.0,12.0
lstm,post_covid,off_season,pooled,ALL,24,275,29.021707564193843,220.62811162677548,16.67963531286066,0.6920818376712972,275.0,92.72727272727272,level,train,21390,8dd9348,,,,,,,21.0,17.0,18.0,7.0
persistence,exclude_covid,off_season,pooled,ALL,24,275,64.2124742907907,805.0544929892052,38.11527272727273,-0.0041576614883943,275.0,92.72727272727272,level,none,0,8dd9348,,,,,,,22.0,22.0,22.0,22.0
persistence,post_covid,off_season,pooled,ALL,24,275,64.2124742907907,805.0544929892052,38.11527272727273,-0.0041576614883943,275.0,94.18181818181816,level,none,0,8dd9348,,,,,,,22.0,22.0,22.0,22.0
gnn_multiedge_season,post_covid,overall,pooled,ALL,24,627,23.88009842112642,139.79358589246792,15.39454753784852,0.7415649989664646,627.0,92.02551834130782,delta,train,4865,8dd9348,,,,0.4100524061594202,0.7404161514956314,0.7193259045369743,1.0,6.0,2.0,6.0
gnn_multiedge_season_level,post_covid,overall,pooled,ALL,24,627,24.823532945012072,118.65702249161384,15.668658590850317,0.7510507714448703,627.0,96.96969696969695,level,train,4865,8dd9348,,,,0.3625172965370991,0.785264780763415,0.720876261448252,2.0,2.0,3.0,4.0
gnn_multiedge_covid_rsv_full,full,overall,pooled,ALL,24,627,24.921632867903895,160.27581519079192,15.937465684327996,0.6317223228528901,627.0,97.1291866028708,delta,train,6337,8dd9348,,,,0.3574688134451336,0.6781735357641081,0.5950799817698789,3.0,10.0,4.0,13.0
gnn_multiedge_leaknorm,post_covid,overall,pooled,ALL,24,627,25.038939323411316,158.2508533331184,16.4379645972327,0.7412542385658392,627.0,95.21531100478468,delta,all,4801,8dd9348,,,,0.3514057640454888,0.7275752856470374,0.7071664012786131,4.0,9.0,6.0,7.0
gnn_uniform,post_covid,overall,pooled,ALL,24,627,25.092059637232897,165.0423263332839,16.90726438582989,0.7403838949473666,627.0,95.69377990430624,delta,train,4801,8dd9348,,,,0.3486508788307825,0.70348330237467,0.7042607945584156,5.0,11.0,9.0,8.0
gnn_multiedge_covid_rsv,post_covid,overall,pooled,ALL,24,627,25.179056879083955,144.4930135926572,16.71729346879266,0.728867665610415,627.0,86.1244019138756,delta,train,6337,8dd9348,,,,0.3441264347564422,0.735905650200247,0.7026109062523701,6.0,7.0,7.0,9.0
gnn_multiedge_level,post_covid,overall,pooled,ALL,24,627,25.58375496020248,138.9089347039997,16.424378044107122,0.7510628150492984,627.0,99.52153110047848,level,train,4801,8dd9348,,,,0.322873522092012,0.8023353458940781,0.7080572314413761,7.0,5.0,5.0,3.0
gnn_multiedge_full,full,overall,pooled,ALL,24,627,25.66957490209039,168.3757826680748,17.60565547105608,0.6825523223166947,627.0,98.5645933014354,delta,train,4801,8dd9348,,,,0.3183230999983638,0.7400268106197447,0.6467379698680704,8.0,13.0,11.0,10.0
gnn_geo,post_covid,overall,pooled,ALL,24,627,26.22998209173931,169.89676712779124,17.42975177488734,0.754775820029708,627.0,95.37480063795851,delta,train,4801,8dd9348,,,,0.2882340672494445,0.7015561330729465,0.7076688217758909,9.0,14.0,10.0,1.0
gnn_multiedge,post_covid,overall,pooled,ALL,24,627,26.62651431562826,151.28972893973196,16.843816515801702,0.7513181853878729,627.0,94.0988835725678,delta,train,4801,8dd9348,,,,0.2665511322641669,0.717207088408553,0.7087669991157163,10.0,8.0,8.0,2.0
arima,post_covid,overall,pooled,ALL,24,627,28.064060237970036,191.55329487361428,17.643086299861093,0.4703149780000427,627.0,98.08612440191388,level,none,,8dd9348,,,,,,,11.0,17.0,12.0,15.0
gnn_multiedge_rt,post_covid,overall,pooled,ALL,24,627,28.804153736165475,167.35655415444683,18.534496791030993,0.6619083034332267,627.0,93.14194577352472,delta,train,5313,8dd9348,,,,0.1416756174028473,0.6892328210302258,0.6282781893553905,12.0,12.0,13.0,12.0
dualtopo_fullhistory,full,overall,pooled,ALL,24,627,29.15405195321344,79.76150948317587,13.148173916282836,0.4100632729864376,627.0,88.99521531100478,level,train,479905,8dd9348,,,,0.1206959694282092,0.6026585602392955,0.2582787172417699,13.0,1.0,1.0,18.0
arima,exclude_covid,overall,pooled,ALL,24,627,30.49208280744352,233.01850479180527,19.930119474570063,0.3677395084230987,627.0,95.53429027113238,level,none,,8dd9348,,,,,,,14.0,19.0,16.0,21.0
dualtopo_no_bg,post_covid,overall,pooled,ALL,24,627,30.806733849150245,257.3290824290706,21.24813790450636,0.4007757321497481,627.0,85.8054226475279,level,train,479905,8dd9348,,,,0.0181784944622875,0.4925018040718342,0.340662458123769,15.0,20.0,18.0,19.0
dualtopo,post_covid,overall,pooled,ALL,24,627,30.83658560286602,258.10750142285787,21.2913423535166,0.400537031945163,627.0,85.8054226475279,level,train,479905,8dd9348,,,,0.0162748006666844,0.4932666452393275,0.34040135479193,16.0,21.0,19.0,20.0
lstm,exclude_covid,overall,pooled,ALL,24,627,33.223746750083976,186.40082531733293,22.262137690305327,0.6636719307813197,627.0,96.96969696969695,level,train,21390,8dd9348,,,,,,,17.0,16.0,20.0,11.0
gnn_corrbinary,post_covid,overall,pooled,ALL,24,627,33.520685683719414,180.84998635079572,21.22988259149463,0.7415820305292595,627.0,89.792663476874,delta,train,4801,8dd9348,,,,-0.1624305010997846,0.7361336985760584,0.6420628505746202,18.0,15.0,17.0,5.0
seasonal_naive,exclude_covid,overall,pooled,ALL,24,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,96.17224880382776,level,none,0,8dd9348,,,,,,,19.0,3.0,14.0,16.0
seasonal_naive,post_covid,overall,pooled,ALL,24,627,39.83540797917882,130.6210738265468,19.810207336523128,0.4169008462052502,627.0,97.4481658692185,level,none,0,8dd9348,,,,,,,19.0,3.0,14.0,16.0
lstm,post_covid,overall,pooled,ALL,24,627,42.13835175024484,210.58111386203512,26.843638454784053,0.6129125416561705,627.0,86.60287081339713,level,train,21390,8dd9348,,,,,,,21.0,18.0,21.0,14.0
persistence,exclude_covid,overall,pooled,ALL,24,627,53.99080748297322,392.8957842781919,30.599601275917067,-0.1459765735271405,627.0,94.896331738437,level,none,0,8dd9348,,,,,,,22.0,22.0,22.0,22.0
persistence,post_covid,overall,pooled,ALL,24,627,53.99080748297322,392.8957842781919,30.599601275917067,-0.1459765735271405,627.0,96.01275917065392,level,none,0,8dd9348,,,,,,,22.0,22.0,22.0,22.0
