indicator,level,label,threshold,band_at_or_above,reference_seasons,values_per_season,n_pooled,geometric_mean,log_sd,use_t,fitted_through,underpowered
Hilliard,0.5,IT50,19.24134804712757,moderate,2022-23 2023-24 2024-25,10,30,19.24134804712757,0.43858504087382677,True,2025-05-31,False
Hilliard,0.9,IT90,34.52709434950146,high,2022-23 2023-24 2024-25,10,30,19.24134804712757,0.43858504087382677,True,2025-05-31,False
Hilliard,0.98,IT98,50.186768532537315,very high,2022-23 2023-24 2024-25,10,30,19.24134804712757,0.43858504087382677,True,2025-05-31,False
Linden,0.5,IT50,53.62727596624066,moderate,2022-23 2023-24 2024-25,10,30,53.62727596624066,0.32415606641056255,True,2025-05-31,False
Linden,0.9,IT90,82.61523156370409,high,2022-23 2023-24 2024-25,10,30,53.62727596624066,0.32415606641056255,True,2025-05-31,False
Linden,0.98,IT98,108.92078323683364,very high,2022-23 2023-24 2024-25,10,30,53.62727596624066,0.32415606641056255,True,2025-05-31,False
NE Suburban,0.5,IT50,27.312493683860776,moderate,2022-23 2023-24 2024-25,10,30,27.312493683860776,0.3088740590557928,True,2025-05-31,False
NE Suburban,0.9,IT90,41.22759712033061,high,2022-23 2023-24 2024-25,10,30,27.312493683860776,0.3088740590557928,True,2025-05-31,False
NE Suburban,0.98,IT98,53.6511443833241,very high,2022-23 2023-24 2024-25,10,30,27.312493683860776,0.3088740590557928,True,2025-05-31,False
Northland,0.5,IT50,56.127661353876796,moderate,2022-23 2023-24 2024-25,10,30,56.127661353876796,0.3534780766950588,True,2025-05-31,False
Northland,0.9,IT90,89.91407794411414,high,2022-23 2023-24 2024-25,10,30,56.127661353876796,0.3534780766950588,True,2025-05-31,False
Northland,0.98,IT98,121.54516325409915,very high,2022-23 2023-24 2024-25,10,30,56.127661353876796,0.3534780766950588,True,2025-05-31,False
UA/Grandview,0.5,IT50,8.143164584776198,moderate,2022-23 2023-24 2024-25,10,30,8.143164584776198,0.5390377923682365,True,2025-05-31,False
UA/Grandview,0.9,IT90,16.706142473783938,high,2022-23 2023-24 2024-25,10,30,8.143164584776198,0.5390377923682365,True,2025-05-31,False
UA/Grandview,0.98,IT98,26.455007113900507,very high,2022-23 2023-24 2024-25,10,30,8.143164584776198,0.5390377923682365,True,2025-05-31,False
West,0.5,IT50,73.15037971354549,moderate,2022-23 2023-24 2024-25,10,30,73.15037971354549,0.3334885570585623,True,2025-05-31,False
West,0.9,IT90,114.1022318647041,high,2022-23 2023-24 2024-25,10,30,73.15037971354549,0.3334885570585623,True,2025-05-31,False
West,0.98,IT98,151.63555393306305,very high,2022-23 2023-24 2024-25,10,30,73.15037971354549,0.3334885570585623,True,2025-05-31,False
Westerville,0.5,IT50,24.33364195874595,moderate,2022-23 2023-24 2024-25,10,30,24.33364195874595,0.30225687807845436,True,2025-05-31,False
Westerville,0.9,IT90,36.408491039457616,high,2022-23 2023-24 2024-25,10,30,24.33364195874595,0.30225687807845436,True,2025-05-31,False
Westerville,0.98,IT98,47.11324141772458,very high,2022-23 2023-24 2024-25,10,30,24.33364195874595,0.30225687807845436,True,2025-05-31,False
Worthington,0.5,IT50,13.721631551906164,moderate,2022-23 2023-24 2024-25,10,30,13.721631551906164,0.38675565844444393,True,2025-05-31,False
Worthington,0.9,IT90,22.978569674557114,high,2022-23 2023-24 2024-25,10,30,13.721631551906164,0.38675565844444393,True,2025-05-31,False
Worthington,0.98,IT98,31.956357603850087,very high,2022-23 2023-24 2024-25,10,30,13.721631551906164,0.38675565844444393,True,2025-05-31,False
CITYWIDE,0.5,IT50,35.19412725226089,moderate,2022-23 2023-24 2024-25,10,30,35.19412725226089,0.3493682620878028,True,2025-05-31,False
CITYWIDE,0.9,IT90,56.071415152332634,high,2022-23 2023-24 2024-25,10,30,35.19412725226089,0.3493682620878028,True,2025-05-31,False
CITYWIDE,0.98,IT98,75.53173152268305,very high,2022-23 2023-24 2024-25,10,30,35.19412725226089,0.3493682620878028,True,2025-05-31,False
